_id,temp_c,temp_f,humidity,validity
65bbe3fe82d178dc83def3e3,23.4,74.12,94,1
65bbe40982d178dc83def3e4,23.4,74.12,94,1
65bbe41582d178dc83def3e5,23.4,74.12,94,1
65bbe42082d178dc83def3e6,23.4,74.12,94,1
65bbe42c82d178dc83def3e7,23.4,74.12,94,1
65bbe43782d178dc83def3e8,23.4,74.12,94,1
65bbe44382d178dc83def3e9,23.4,74.12,94,1
65bbe44f82d178dc83def3ea,23.4,74.12,94,1
65bbe45b82d178dc83def3eb,23.4,74.12,94,1
65bbe46682d178dc83def3ec,23.4,74.12,94,1
65bbe47182d178dc83def3ed,23.4,74.12,94,1
65bbe47d82d178dc83def3ee,23.4,74.12,94,1
65bbe48982d178dc83def3ef,23.4,74.12,94,1
65bbe49482d178dc83def3f0,23.4,74.12,94,1
65bbe49f82d178dc83def3f1,23.4,74.12,94,1
65bbe4ab82d178dc83def3f2,23.4,74.12,94,1
65bbe4b682d178dc83def3f3,23.4,74.12,94,1
65bbe4c282d178dc83def3f4,23.4,74.12,94,1
65bbe4cd82d178dc83def3f5,23.4,74.12,94,1
65bbe4d882d178dc83def3f6,23.4,74.12,94,1
65bbe4e482d178dc83def3f7,23.4,74.12,94,1
65bbe4ef82d178dc83def3f8,23.4,74.12,94,1
65bbe4fb82d178dc83def3f9,23.4,74.12,94,1
65bbe50682d178dc83def3fa,23.4,74.12,94,1
65bbe51282d178dc83def3fb,23.4,74.12,94,1
65bbe51e82d178dc83def3fc,23.4,74.12,94,1
65bbe52982d178dc83def3fd,23.4,74.12,94,1
65bbe53582d178dc83def3fe,23.4,74.12,94,1
65bbe54182d178dc83def3ff,23.4,74.12,94,1
65bbe54c82d178dc83def400,23.4,74.12,94,1
65bbe55982d178dc83def401,23.4,74.12,94,1
65bbe56482d178dc83def402,23.4,74.12,94,1
65bbe57082d178dc83def403,23.4,74.12,94,1
65bbe57b82d178dc83def404,23.4,74.12,94,1
65bbe58682d178dc83def405,23.4,74.12,94,1
65bbe59282d178dc83def406,23.4,74.12,94,1
65bbe59d82d178dc83def407,23.4,74.12,94,1
65bbe5a982d178dc83def408,23.4,74.12,94,1
65bbe5b482d178dc83def409,23.4,74.12,94,1
65bbe5c082d178dc83def40a,23.4,74.12,94,1
65bbe5cb82d178dc83def40b,23.4,74.12,94,1
65bbe5d782d178dc83def40c,23.4,74.12,94,1
65bbe5e282d178dc83def40d,23.4,74.12,94,1
65bbe5ee82d178dc83def40e,23.4,74.12,94,1
65bbe5f982d178dc83def40f,23.3,73.94,94,1
65bbe60482d178dc83def410,23.2,73.76,94,1
65bbe61082d178dc83def411,23.1,73.58,94,1
65bbe61b82d178dc83def412,23.1,73.58,94,1
65bbe62782d178dc83def413,23.1,73.58,94,1
65bbe63282d178dc83def414,23,73.4,94,1
65bbe63d82d178dc83def415,23,73.4,94,1
65bbe64982d178dc83def416,23,73.4,94,1
65bbe65482d178dc83def417,23,73.4,94,1
65bbe66082d178dc83def418,23,73.4,94,1
65bbe66b82d178dc83def419,23,73.4,94,1
65bbe67782d178dc83def41a,23,73.4,94,1
65bbe68282d178dc83def41b,23,73.4,94,1
65bbe68d82d178dc83def41c,23,73.4,94,1
65bbe69982d178dc83def41d,23,73.4,94,1
65bbe6a482d178dc83def41e,23,73.4,94,1
65bbe6b082d178dc83def41f,23,73.4,94,1
65bbe6bc82d178dc83def420,23,73.4,94,1
65bbe6c782d178dc83def421,23,73.4,94,1
65bbe6d382d178dc83def422,23,73.4,94,1
65bbe6de82d178dc83def423,23,73.4,94,1
65bbe6ea82d178dc83def424,23,73.4,94,1
65bbe6f582d178dc83def425,23,73.4,94,1
65bbe70082d178dc83def426,23,73.4,94,1
65bbe70c82d178dc83def427,23,73.4,94,1
65bbe71782d178dc83def428,23,73.4,94,1
65bbe72382d178dc83def429,23,73.4,93,1
65bbe72e82d178dc83def42a,23,73.4,93,1
65bbe73a82d178dc83def42b,23,73.4,93,1
65bbe74582d178dc83def42c,23,73.4,93,1
65bbe75082d178dc83def42d,23,73.4,93,1
65bbe75c82d178dc83def42e,23,73.4,93,1
65bbe76782d178dc83def42f,23,73.4,93,1
65bbe77382d178dc83def430,23,73.4,93,1
65bbe77e82d178dc83def431,23,73.4,93,1
65bbe78a82d178dc83def432,23,73.4,93,1
65bbe79582d178dc83def433,23,73.4,93,1
65bbe7a182d178dc83def434,23,73.4,93,1
65bbe7ac82d178dc83def435,23,73.4,93,1
65bbe7b882d178dc83def436,23,73.4,93,1
65bbe7c382d178dc83def437,23,73.4,93,1
65bbe7ce82d178dc83def438,23,73.4,93,1
65bbe7da82d178dc83def439,23,73.4,93,1
65bbe7e682d178dc83def43a,23,73.4,93,1
65bbe7f182d178dc83def43b,23,73.4,93,1
65bbe7fd82d178dc83def43c,23,73.4,93,1
65bbe80882d178dc83def43d,23,73.4,93,1
65bbe81482d178dc83def43e,23,73.4,93,1
65bbe82082d178dc83def43f,23,73.4,93,1
65bbe82c82d178dc83def440,23,73.4,93,1
65bbe83782d178dc83def441,23,73.4,93,1
65bbe84382d178dc83def442,23,73.4,93,1
65bbe84e82d178dc83def443,23,73.4,93,1
65bbe85982d178dc83def444,23,73.4,93,1
65bbe86582d178dc83def445,23,73.4,93,1
65bbe87082d178dc83def446,23,73.4,93,1
65bbe88c82d178dc83def447,23,73.4,93,1
65bbe89782d178dc83def448,23,73.4,93,1
65bbe8a382d178dc83def449,23,73.4,93,1
65bbe8ae82d178dc83def44a,23,73.4,93,1
65bbe8bb82d178dc83def44b,23,73.4,93,1
65bbe8c782d178dc83def44c,23,73.4,93,1
65bbe8d282d178dc83def44d,23,73.4,93,1
65bbe8de82d178dc83def44e,23,73.4,93,1
65bbe8e982d178dc83def44f,23,73.4,93,1
65bbe8f582d178dc83def450,23,73.4,93,1
65bbe90082d178dc83def451,23,73.4,93,1
65bbe90c82d178dc83def452,23,73.4,93,1
65bbe91782d178dc83def453,23,73.4,93,1
65bbe92282d178dc83def454,23,73.4,93,1
65bbe92e82d178dc83def455,23,73.4,93,1
65bbe93a82d178dc83def456,23,73.4,93,1
65bbe94582d178dc83def457,23,73.4,93,1
65bbe95182d178dc83def458,23,73.4,93,1
65bbe95c82d178dc83def459,23,73.4,93,1
65bbe96882d178dc83def45a,23,73.4,93,1
65bbe97482d178dc83def45b,23,73.4,93,1
65bbe97f82d178dc83def45c,23.4,74.12,93,1
65bbe98b82d178dc83def45d,23.4,74.12,93,1
65bbe99682d178dc83def45e,23.4,74.12,93,1
65bbe9a282d178dc83def45f,23.4,74.12,93,1
65bbe9ad82d178dc83def460,23.4,74.12,94,1
65bbe9b882d178dc83def461,23.4,74.12,94,1
65bbe9c482d178dc83def462,23.4,74.12,93,1
65bbe9cf82d178dc83def463,23.8,74.84,93,1
65bbe9db82d178dc83def464,23.4,74.12,93,1
65bbe9e682d178dc83def465,23.4,74.12,93,1
65bbe9f282d178dc83def466,23.4,74.12,94,1
65bbe9fd82d178dc83def467,23.4,74.12,93,1
65bbea0982d178dc83def468,23.4,74.12,93,1
65bbea1482d178dc83def469,23,73.4,93,1
65bbea2082d178dc83def46a,23,73.4,93,1
65bbea2b82d178dc83def46b,22.6,72.68,92,1
65bbea3782d178dc83def46c,22.6,72.68,92,1
65bbea4282d178dc83def46d,22.2,71.96,92,1
65bbea4d82d178dc83def46e,22.2,71.96,92,1
65bbea5982d178dc83def46f,21.9,71.42,92,1
65bbea6482d178dc83def470,21.8,71.24,92,1
65bbea7082d178dc83def471,21.8,71.24,92,1
65bbea7b82d178dc83def472,21.8,71.24,92,1
65bbea8782d178dc83def473,21.4,70.52,92,1
65bbea9282d178dc83def474,21.4,70.52,93,1
65bbea9e82d178dc83def475,21.4,70.52,93,1
65bbeaa982d178dc83def476,21.4,70.52,93,1
65bbeab482d178dc83def477,21.4,70.52,93,1
65bbeac082d178dc83def478,21,69.8,93,1
65bbeacb82d178dc83def479,21,69.8,93,1
65bbead682d178dc83def47a,21,69.8,93,1
65bbeae282d178dc83def47b,21,69.8,93,1
65bbeaed82d178dc83def47c,21,69.8,93,1
65bbeaf982d178dc83def47d,21,69.8,93,1
65bbeb0482d178dc83def47e,21,69.8,93,1
65bbeb1082d178dc83def47f,21,69.8,94,1
65bbeb1b82d178dc83def480,21,69.8,94,1
65bbeb2682d178dc83def481,21,69.8,94,1
65bbeb3282d178dc83def482,21,69.8,94,1
65bbeb3e82d178dc83def483,21,69.8,94,1
65bbeb4982d178dc83def484,20.8,69.44,95,1
65bbeb5582d178dc83def485,20.6,69.08,95,1
65bbeb6082d178dc83def486,20.6,69.08,95,1
65bbeb6b82d178dc83def487,20.6,69.08,95,1
65bbeb7782d178dc83def488,20.6,69.08,95,1
65bbeb8282d178dc83def489,20.6,69.08,96,1
65bbeb8e82d178dc83def48a,20.6,69.08,96,1
65bbeb9982d178dc83def48b,20.6,69.08,96,1
65bbeba482d178dc83def48c,20.6,69.08,96,1
65bbebb082d178dc83def48d,20.6,69.08,96,1
65bbebbb82d178dc83def48e,20.6,69.08,96,1
65bbebc782d178dc83def48f,20.6,69.08,97,1
65bbebd282d178dc83def490,20.8,69.44,97,1
65bbebde82d178dc83def491,21,69.8,96,1
65bbebe982d178dc83def492,21,69.8,96,1
65bbebf582d178dc83def493,21,69.8,96,1
65bbec0082d178dc83def494,21,69.8,96,1
65bbec0b82d178dc83def495,21,69.8,96,1
65bbec1782d178dc83def496,21,69.8,96,1
65bbec2282d178dc83def497,21,69.8,96,1
65bbec2e82d178dc83def498,21,69.8,96,1
65bbec3982d178dc83def499,21.4,70.52,96,1
65bbec4582d178dc83def49a,21.4,70.52,96,1
65bbec5082d178dc83def49b,21.4,70.52,96,1
65bbec5b82d178dc83def49c,21.4,70.52,96,1
65bbec6782d178dc83def49d,21.4,70.52,96,1
65bbec7282d178dc83def49e,21.4,70.52,96,1
65bbec7e82d178dc83def49f,21.4,70.52,97,1
65bbec8982d178dc83def4a0,21.8,71.24,97,1
65bbec9582d178dc83def4a1,21.8,71.24,97,1
65bbeca082d178dc83def4a2,21.8,71.24,97,1
65bbecac82d178dc83def4a3,21.8,71.24,97,1
65bbecb782d178dc83def4a4,21.8,71.24,97,1
65bbecc282d178dc83def4a5,21.8,71.24,97,1
65bbecce82d178dc83def4a6,21.8,71.24,97,1
65bbecd982d178dc83def4a7,22.2,71.96,97,1
65bbece582d178dc83def4a8,22.2,71.96,97,1
65bbecf082d178dc83def4a9,22.2,71.96,97,1
65bbecfb82d178dc83def4aa,22.2,71.96,97,1
65bbed0782d178dc83def4ab,22.2,71.96,97,1
65bbed1282d178dc83def4ac,22.2,71.96,97,1
65bbed1e82d178dc83def4ad,22.2,71.96,97,1
65bbed2982d178dc83def4ae,22.2,71.96,97,1
65bbed3582d178dc83def4af,22.2,71.96,97,1
65bbed4082d178dc83def4b0,22.6,72.68,97,1
65bbed4c82d178dc83def4b1,22.6,72.68,97,1
65bbed5782d178dc83def4b2,22.6,72.68,97,1
65bbed6282d178dc83def4b3,22.6,72.68,97,1
65bbed6e82d178dc83def4b4,22.6,72.68,97,1
65bbed7982d178dc83def4b5,22.6,72.68,97,1
65bbed8482d178dc83def4b6,22.6,72.68,97,1
65bbed9082d178dc83def4b7,22.6,72.68,97,1
65bbed9b82d178dc83def4b8,22.6,72.68,96,1
65bbeda782d178dc83def4b9,22.6,72.68,96,1
65bbedb282d178dc83def4ba,22.6,72.68,96,1
65bbedbe82d178dc83def4bb,22.6,72.68,96,1
65bbedc982d178dc83def4bc,22.6,72.68,96,1
65bbedd582d178dc83def4bd,22.6,72.68,96,1
65bbede082d178dc83def4be,22.7,72.86,96,1
65bbedec82d178dc83def4bf,22.9,73.22,96,1
65bbedf782d178dc83def4c0,23,73.4,96,1
65bbee0382d178dc83def4c1,23,73.4,96,1
65bbee0e82d178dc83def4c2,23,73.4,96,1
65bbee1a82d178dc83def4c3,23,73.4,96,1
65bbee2582d178dc83def4c4,23,73.4,96,1
65bbee3182d178dc83def4c5,23,73.4,96,1
65bbee3c82d178dc83def4c6,23,73.4,96,1
65bbee4882d178dc83def4c7,23,73.4,96,1
65bbee5382d178dc83def4c8,23,73.4,96,1
65bbee5f82d178dc83def4c9,23,73.4,96,1
65bbee6a82d178dc83def4ca,23,73.4,96,1
65bbee7582d178dc83def4cb,23,73.4,96,1
65bbee8182d178dc83def4cc,23,73.4,96,1
65bbee8c82d178dc83def4cd,23,73.4,96,1
65bbee9882d178dc83def4ce,23,73.4,96,1
65bbeea382d178dc83def4cf,23,73.4,96,1
65bbeeaf82d178dc83def4d0,23,73.4,96,1
65bbeeba82d178dc83def4d1,23,73.4,96,1
65bbeec582d178dc83def4d2,23,73.4,96,1
65bbeed182d178dc83def4d3,23,73.4,96,1
65bbeedd82d178dc83def4d4,23,73.4,96,1
65bbeee982d178dc83def4d5,23,73.4,96,1
65bbeef582d178dc83def4d6,23,73.4,96,1
65bbef0082d178dc83def4d7,23,73.4,96,1
65bbef0c82d178dc83def4d8,23,73.4,96,1
65bbef1782d178dc83def4d9,23,73.4,96,1
65bbef2382d178dc83def4da,22.6,72.68,96,1
65bbef2e82d178dc83def4db,22.6,72.68,95,1
65bbef3a82d178dc83def4dc,22.2,71.96,95,1
65bbef4582d178dc83def4dd,21.8,71.24,95,1
65bbef5182d178dc83def4de,21.8,71.24,95,1
65bbef5c82d178dc83def4df,21.4,70.52,95,1
65bbef6782d178dc83def4e0,21.4,70.52,95,1
65bbef7382d178dc83def4e1,21,69.8,95,1
65bbef7e82d178dc83def4e2,21,69.8,95,1
65bbef8a82d178dc83def4e3,21,69.8,95,1
65bbef9682d178dc83def4e4,20.6,69.08,97,1
65bbefa182d178dc83def4e5,20.6,69.08,97,1
65bbefac82d178dc83def4e6,20.6,69.08,97,1
65bbefb882d178dc83def4e7,20.6,69.08,97,1
65bbefc382d178dc83def4e8,20.6,69.08,97,1
65bbefcf82d178dc83def4e9,20.2,68.36,97,1
65bbefda82d178dc83def4ea,20.2,68.36,97,1
65bbefe682d178dc83def4eb,20.2,68.36,97,1
65bbeff182d178dc83def4ec,20.2,68.36,97,1
65bbeffd82d178dc83def4ed,20.2,68.36,98,1
65bbf00882d178dc83def4ee,20.2,68.36,98,1
65bbf01482d178dc83def4ef,20.2,68.36,98,1
65bbf01f82d178dc83def4f0,20.2,68.36,98,1
65bbf02a82d178dc83def4f1,20.2,68.36,98,1
65bbf03682d178dc83def4f2,20.2,68.36,98,1
65bbf04182d178dc83def4f3,20.2,68.36,98,1
65bbf04d82d178dc83def4f4,20,68,98,1
65bbf05882d178dc83def4f5,19.8,67.64,98,1
65bbf06482d178dc83def4f6,19.8,67.64,98,1
65bbf06f82d178dc83def4f7,19.8,67.64,98,1
65bbf07b82d178dc83def4f8,19.8,67.64,98,1
65bbf08682d178dc83def4f9,19.8,67.64,98,1
65bbf09182d178dc83def4fa,19.8,67.64,98,1
65bbf09d82d178dc83def4fb,19.8,67.64,98,1
65bbf0a882d178dc83def4fc,19.8,67.64,98,1
65bbf0b482d178dc83def4fd,19.8,67.64,98,1
65bbf0bf82d178dc83def4fe,19.8,67.64,98,1
65bbf0cc82d178dc83def4ff,19.8,67.64,98,1
65bbf0d782d178dc83def500,19.6,67.28,98,1
65bbf0e382d178dc83def501,19.7,67.46,98,1
65bbf0ee82d178dc83def502,19.8,67.64,98,1
65bbf0fa82d178dc83def503,19.8,67.64,98,1
65bbf10582d178dc83def504,19.8,67.64,98,1
65bbf11182d178dc83def505,19.8,67.64,98,1
65bbf11c82d178dc83def506,19.8,67.64,98,1
65bbf12982d178dc83def507,19.8,67.64,98,1
65bbf13782d178dc83def508,19.8,67.64,98,1
65bbf14382d178dc83def509,19.8,67.64,98,1
65bbf14e82d178dc83def50a,19.8,67.64,98,1
65bbf15a82d178dc83def50b,19.8,67.64,98,1
65bbf16582d178dc83def50c,19.8,67.64,98,1
65bbf17182d178dc83def50d,19.8,67.64,98,1
65bbf17c82d178dc83def50e,19.8,67.64,98,1
65bbf18782d178dc83def50f,19.8,67.64,98,1
65bbf19382d178dc83def510,19.8,67.64,98,1
65bbf19e82d178dc83def511,19.8,67.64,98,1
65bbf1aa82d178dc83def512,19.8,67.64,98,1
65bbf1b582d178dc83def513,19.8,67.64,98,1
65bbf1c182d178dc83def514,19.8,67.64,98,1
65bbf1cc82d178dc83def515,19.8,67.64,98,1
65bbf1d882d178dc83def516,20.2,68.36,98,1
65bbf1e382d178dc83def517,20.2,68.36,98,1
65bbf1ef82d178dc83def518,20.2,68.36,98,1
65bbf1fa82d178dc83def519,20.2,68.36,98,1
65bbf20582d178dc83def51a,20.6,69.08,98,1
65bbf21182d178dc83def51b,20.6,69.08,98,1
65bbf21d82d178dc83def51c,20.6,69.08,98,1
65bbf22882d178dc83def51d,20.6,69.08,98,1
65bbf23382d178dc83def51e,20.6,69.08,98,1
65bbf23f82d178dc83def51f,20.6,69.08,98,1
65bbf24b82d178dc83def520,20.6,69.08,98,1
65bbf25682d178dc83def521,20.6,69.08,98,1
65bbf26182d178dc83def522,21,69.8,98,1
65bbf26d82d178dc83def523,21,69.8,98,1
65bbf27882d178dc83def524,21,69.8,98,1
65bbf28482d178dc83def525,21,69.8,98,1
65bbf28f82d178dc83def526,21,69.8,98,1
65bbf29b82d178dc83def527,21,69.8,98,1
65bbf2a782d178dc83def528,21,69.8,98,1
65bbf2b282d178dc83def529,21,69.8,98,1
65bbf2be82d178dc83def52a,21,69.8,98,1
65bbf2c982d178dc83def52b,21,69.8,98,1
65bbf2d582d178dc83def52c,21,69.8,98,1
65bbf2e082d178dc83def52d,21.4,70.52,98,1
65bbf2ec82d178dc83def52e,21.4,70.52,98,1
65bbf2f782d178dc83def52f,21.4,70.52,98,1
65bbf30382d178dc83def530,21.4,70.52,98,1
65bbf30e82d178dc83def531,21.4,70.52,98,1
65bbf31a82d178dc83def532,21.4,70.52,98,1
65bbf32582d178dc83def533,21.4,70.52,98,1
65bbf33182d178dc83def534,21.4,70.52,98,1
65bbf33c82d178dc83def535,21.4,70.52,98,1
65bbf34882d178dc83def536,21.4,70.52,98,1
65bbf35382d178dc83def537,21.4,70.52,98,1
65bbf35f82d178dc83def538,21.4,70.52,98,1
65bbf36a82d178dc83def539,21.6,70.88,98,1
65bbf37582d178dc83def53a,21.8,71.24,98,1
65bbf38182d178dc83def53b,21.8,71.24,98,1
65bbf38c82d178dc83def53c,21.8,71.24,98,1
65bbf39882d178dc83def53d,21.8,71.24,98,1
65bbf3a482d178dc83def53e,21.8,71.24,98,1
65bbf3af82d178dc83def53f,21.8,71.24,98,1
65bbf3bb82d178dc83def540,21.8,71.24,98,1
65bbf3c682d178dc83def541,21.8,71.24,98,1
65bbf3d282d178dc83def542,21.8,71.24,98,1
65bbf3dd82d178dc83def543,21.8,71.24,98,1
65bbf3e982d178dc83def544,21.8,71.24,98,1
65bbf3f482d178dc83def545,22.2,71.96,98,1
65bbf3ff82d178dc83def546,22.2,71.96,98,1
65bbf40b82d178dc83def547,22.2,71.96,98,1
65bbf41682d178dc83def548,22.2,71.96,98,1
65bbf42282d178dc83def549,22.2,71.96,98,1
65bbf42d82d178dc83def54a,22.2,71.96,98,1
65bbf43982d178dc83def54b,22.2,71.96,98,1
65bbf44482d178dc83def54c,22.2,71.96,98,1
65bbf45082d178dc83def54d,22.2,71.96,98,1
65bbf45b82d178dc83def54e,22.2,71.96,98,1
65bbf46782d178dc83def54f,22.2,71.96,98,1
65bbf47282d178dc83def550,22.2,71.96,98,1
65bbf47d82d178dc83def551,22.2,71.96,98,1
65bbf48982d178dc83def552,22.2,71.96,98,1
65bbf49482d178dc83def553,22.2,71.96,98,1
65bbf4a082d178dc83def554,22.2,71.96,98,1
65bbf4ab82d178dc83def555,22.2,71.96,98,1
65bbf4b782d178dc83def556,22.2,71.96,98,1
65bbf4c282d178dc83def557,22.2,71.96,98,1
65bbf4ce82d178dc83def558,22.3,72.14,98,1
65bbf4da82d178dc83def559,22.3,72.14,98,1
65bbf4e582d178dc83def55a,22.6,72.68,98,1
65bbf4f182d178dc83def55b,22.6,72.68,97,1
65bbf4fc82d178dc83def55c,22.6,72.68,97,1
65bbf50782d178dc83def55d,22.6,72.68,97,1
65bbf51382d178dc83def55e,22.6,72.68,97,1
65bbf51e82d178dc83def55f,22.6,72.68,97,1
65bbf52a82d178dc83def560,22.6,72.68,97,1
65bbf53582d178dc83def561,22.6,72.68,97,1
65bbf54182d178dc83def562,22.6,72.68,97,1
65bbf54c82d178dc83def563,22.6,72.68,97,1
65bbf55882d178dc83def564,22.6,72.68,97,1
65bbf56382d178dc83def565,22.6,72.68,97,1
65bbf56f82d178dc83def566,22.6,72.68,97,1
65bbf57a82d178dc83def567,22.6,72.68,97,1
65bbf58682d178dc83def568,22.6,72.68,97,1
65bbf59182d178dc83def569,22.6,72.68,97,1
65bbf59d82d178dc83def56a,22.6,72.68,97,1
65bbf5a882d178dc83def56b,22.6,72.68,97,1
65bbf5b482d178dc83def56c,22.6,72.68,96,1
65bbf5bf82d178dc83def56d,22.6,72.68,97,1
65bbf5ca82d178dc83def56e,22.6,72.68,96,1
65bbf5d682d178dc83def56f,22.6,72.68,96,1
65bbf5e182d178dc83def570,22.6,72.68,96,1
65bbf5ed82d178dc83def571,22.6,72.68,96,1
65bbf5f882d178dc83def572,22.6,72.68,96,1
65bbf60482d178dc83def573,22.6,72.68,96,1
65bbf60f82d178dc83def574,22.6,72.68,96,1
65bbf61b82d178dc83def575,22.6,72.68,96,1
65bbf62682d178dc83def576,22.6,72.68,96,1
65bbf63182d178dc83def577,22.6,72.68,96,1
65bbf63d82d178dc83def578,22.6,72.68,96,1
65bbf64882d178dc83def579,22.6,72.68,96,1
65bbf65482d178dc83def57a,22.6,72.68,96,1
65bbf65f82d178dc83def57b,22.6,72.68,96,1
65bbf66b82d178dc83def57c,22.6,72.68,96,1
65bbf67682d178dc83def57d,22.6,72.68,96,1
65bbf68282d178dc83def57e,22.6,72.68,96,1
65bbf68d82d178dc83def57f,22.6,72.68,96,1
65bbf69882d178dc83def580,22.6,72.68,96,1
65bbf6a482d178dc83def581,22.6,72.68,96,1
65bbf6af82d178dc83def582,22.6,72.68,96,1
65bbf6bb82d178dc83def583,22.6,72.68,96,1
65bbf6c682d178dc83def584,22.7,72.86,96,1
65bbf6d282d178dc83def585,22.7,72.86,96,1
